IRONY:	623054008991772672
IRONY:	623055404885372928
IRONY:	623056094445871104
IRONY:	623058098421260288
IRONY:	623059469707034624
IRONY:	623060746096635904
IRONY:	623062074843795456
IRONY:	623062932742623232
IRONY:	623064085618393088
IRONY:	623064222021341184
SARCASM:	622148454777618433
SARCASM:	622166054647808000
SARCASM:	622205906776948736
SARCASM:	622220073546219520
SARCASM:	622232901619298304
SARCASM:	622241795007737856
SARCASM:	622274995981385728
SARCASM:	622310582289604608
SARCASM:	622331684361515008
SARCASM:	622432684447526912
